curvature	seed	product_dt_rmse	product_dt_time	product_rf_rmse	product_rf_time	tangent_mlp_rmse	tangent_mlp_time	ambient_mlp_rmse	ambient_mlp_time	tangent_gnn_rmse	tangent_gnn_time	ambient_gnn_rmse	ambient_gnn_time
0.5	76	0.25111526	0.009564399719238281	0.243785	0.1114501953125	0.5256463588668687	0.13350653648376465	0.5256463588668687	0.1402757167816162	0.5256463588668687	0.4219691753387451	0.5256463588668687	0.4256143569946289
0.5	77	0.14391525	0.009242057800292969	0.14603537	0.10687828063964844	0.49187491416151174	0.1334822177886963	0.49187491416151174	0.13659930229187012	0.49187491416151174	0.4655635356903076	0.49187491416151174	0.47041964530944824
0.5	78	0.16995646	0.01126861572265625	0.16659461	0.11755514144897461	0.5219537036545977	0.13979315757751465	0.5219537036545977	0.13674354553222656	0.5219537036545977	0.413240909576416	0.5219537036545977	0.4253201484680176
0.5	79	0.1769243	0.00919795036315918	0.16883911	0.10804629325866699	0.5760309500968762	0.13232827186584473	0.5760309500968762	0.15520834922790527	0.5760309500968762	0.41610097885131836	0.5760309500968762	0.4380307197570801
1.0	80	0.2023544	0.009270906448364258	0.19557483	0.10997605323791504	0.4739195722082733	0.13241982460021973	0.4739195722082733	0.14690208435058594	0.4739195722082733	0.4176292419433594	0.4739195722082733	0.46659350395202637
1.0	81	0.20170853	0.010111331939697266	0.19885576	0.11272954940795898	0.5238842389518228	0.1353929042816162	0.5238842389518228	0.14143729209899902	0.5238842389518228	0.4161491394042969	0.5238842389518228	0.42358827590942383
1.0	82	0.22248814	0.009183645248413086	0.21440117	0.1075742244720459	0.5449065260352587	0.14192962646484375	0.5449065260352587	0.15749454498291016	0.5449065260352587	0.4593486785888672	0.5449065260352587	0.47135496139526367
1.0	83	0.19030166	0.010799884796142578	0.18134655	0.11701583862304688	0.5426256480248911	0.13503050804138184	0.5426256480248911	0.1378486156463623	0.5426256480248911	0.411663293838501	0.5426256480248911	0.42234063148498535
1.0	84	0.23820655	0.009224891662597656	0.23621035	0.1050417423248291	0.5253183319409435	0.14313983917236328	0.5253183319409435	0.15430617332458496	0.5253183319409435	0.4149763584136963	0.5253183319409435	0.45877838134765625
1.0	85	0.17657875	0.009135723114013672	0.17446625	0.12121748924255371	0.6448551069582326	0.17055463790893555	0.6448551069582326	0.14008617401123047	0.6448551069582326	0.45461225509643555	0.6448551069582326	0.4891316890716553
1.0	86	0.22867595	0.009835243225097656	0.21946406	0.10940074920654297	0.6090522816122225	0.1345815658569336	0.6090522816122225	0.13919425010681152	0.6090522816122225	0.4741995334625244	0.6090522816122225	0.4877896308898926
1.0	87	0.20951578	0.009773492813110352	0.1986804	0.10891246795654297	0.6040583775587735	0.1456587314605713	0.6040583775587735	0.16834211349487305	0.6040583775587735	0.5283632278442383	0.6040583775587735	0.48358798027038574
